subject_code_1;subject_code_2;n_cooc;difficulty_score_any
05.607;05.585;94;0.139535
05.607;05.586;85;0.178344
05.607;05.587;42;0.081081
05.607;05.588;69;0.151671
05.607;05.589;102;0.272358
05.607;05.590;4;0.174312
05.607;05.591;224;0.227273
05.607;05.592;116;0.069767
05.607;05.593;62;0.21875
05.607;05.594;85;0.076923
05.607;05.595;316;0.070588
05.607;05.596;155;0.144444
05.607;05.597;76;0.166667
05.607;05.598;18;0.192308
05.607;05.599;179;0.153846
05.607;05.600;96;0.165354
05.607;05.601;169;0.135593
05.607;05.604;172;0.133333
05.607;05.607;0;0
05.607;05.611;116;0.198276
05.607;05.613;189;0.15873
05.607;05.614;42;0.119048
05.607;05.615;96;0.0625
05.607;05.616;104;0.057692
05.607;22.400;11;0
05.611;05.554;50;0.196172
05.611;05.555;57;0.151515
05.611;05.556;48;0.144737
05.611;05.557;128;0.060241
05.611;05.558;123;0.15873
05.611;05.559;203;0.083333
05.611;05.560;175;0
05.611;05.561;189;0.17004
05.611;05.562;470;0.266055
05.611;05.563;55;0.230769
05.611;05.564;122;0.25
05.611;05.565;109;0.292308
05.611;05.566;7;0
05.611;05.567;309;0.153846
05.611;05.568;162;0.138889
05.611;05.569;136;0.25
05.611;05.570;850;0.1875
05.611;05.571;1376;0.2
05.611;05.572;952;0
05.611;05.573;62;0.136
05.611;05.574;280;0
05.611;05.575;78;0
05.611;05.576;1664;0.212598
05.611;05.577;780;0.21164
05.611;05.578;268;0.135135
05.611;05.579;224;0.122951
05.611;05.580;161;0.197917
05.611;05.581;155;0
05.611;05.582;144;0
05.611;05.583;245;0
05.611;05.584;98;0
05.611;05.585;990;0.142857
05.611;05.586;685;0.046875
05.611;05.587;328;0.023256
05.611;05.588;1751;0
05.611;05.589;138;0.05618
05.611;05.590;43;0.216216
05.611;05.591;471;0.027397
05.611;05.592;37;0.028169
05.611;05.593;389;0.083333
05.611;05.594;246;0
05.611;05.595;109;0
05.611;05.596;22;0.0625
05.611;05.597;215;0.071429
05.611;05.598;32;0.072072
05.611;05.599;117;0.116667
05.611;05.600;85;0.057971
05.611;05.601;90;0.057778
05.611;05.604;60;0
05.611;05.607;52;0.054054
05.611;05.611;0;0
05.611;05.613;625;0.0896
05.611;05.614;231;0.203463
05.611;05.615;726;0.077135
05.611;05.616;152;0.217105
05.611;22.400;25;0.2
05.613;05.554;26;0.091371
05.613;05.555;127;0
05.613;05.556;59;0.213115
05.613;05.557;45;0.177305
05.613;05.558;209;0.196078
05.613;05.559;297;0.133515
05.613;05.560;76;0.21831
05.613;05.561;166;0.131195
05.613;05.562;63;0.140704
05.613;05.563;12;0.116466
05.613;05.564;12;0.090909
05.613;05.565;247;0.085366
05.613;05.566;109;0.124378
05.613;05.567;78;0.184713
05.613;05.568;20;0.111111
05.613;05.569;65;0.108108
05.613;05.570;9;0.222628
05.613;05.571;52;0.19964
05.613;05.572;36;0.177419
05.613;05.573;84;0.081522
05.613;05.574;48;0.149068
05.613;05.575;55;0.05
05.613;05.576;6;0.06988
05.613;05.577;125;0.113636
05.613;05.578;1;0.094017
05.613;05.579;3;0.108696
05.613;05.580;127;0.050409
05.613;05.581;189;0.041925
05.613;05.582;37;0.096154
05.613;05.583;122;0.065089
05.613;05.584;96;0.056075
05.613;05.585;8;0.017544
05.613;05.586;119;0.231481
05.613;05.587;128;0.133758
05.613;05.588;43;0.197917
05.613;05.589;1;0.186782
05.613;05.590;178;0.078475
05.613;05.591;37;0.195556
05.613;05.592;73;0.0311
05.613;05.593;71;0.164062
05.613;05.594;12;0.138889
05.613;05.595;79;0.209302
05.613;05.596;6;0.107143
05.613;05.597;32;0.105263
05.613;05.598;28;0.001189
05.613;05.599;111;0.038043
05.613;05.600;60;0.178571
05.613;05.601;138;0.068182
05.613;05.604;225;0.089888
05.613;05.607;23;0.02381
05.613;05.611;74;0.117188
05.613;05.613;0;0
05.613;05.614;92;0.076087
05.613;05.615;283;0.038869
05.613;05.616;106;0.169811
05.613;22.400;14;0.071429
05.614;05.554;197;0.0625
05.614;05.555;11;0.095238
05.614;05.556;549;0.093275
05.614;05.557;282;0.04878
05.614;05.558;51;0.143617
05.614;05.559;367;0.003846
05.614;05.560;142;0.119048
05.614;05.561;343;0.083333
05.614;05.562;398;0
05.614;05.563;249;0
05.614;05.564;176;0
05.614;05.565;164;0
05.614;05.566;201;0
05.614;05.567;157;0
05.614;05.568;315;0.076923
05.614;05.569;222;0.133333
05.614;05.570;548;0.083333
05.614;05.571;556;0
05.614;05.572;124;0.105263
05.614;05.573;368;0
05.614;05.574;161;0
05.614;05.575;20;0.092593
05.614;05.576;415;0.106383
05.614;05.577;44;0.133333
05.614;05.578;234;0.030303
05.614;05.579;46;0.16
05.614;05.580;734;0
05.614;05.581;644;0
05.614;05.582;156;0
05.614;05.583;169;0
05.614;05.584;107;0.211538
05.614;05.585;114;0.040724
05.614;05.586;108;0.0625
05.614;05.587;157;0.133333
05.614;05.588;96;0.05
05.614;05.589;1044;0
05.614;05.590;446;0.04908
05.614;05.591;450;0.1875
05.614;05.592;1254;0.04
05.614;05.593;128;0.065327
05.614;05.594;36;0.121076
05.614;05.595;129;0.140157
05.614;05.596;56;0.081967
05.614;05.597;38;0.042553
05.614;05.598;841;0.073684
05.614;05.599;184;0.15
05.614;05.600;168;0
05.614;05.601;88;0
05.614;05.604;89;0
05.614;05.607;42;0
05.614;05.611;128;0.191489
05.614;05.613;64;0.26
05.614;05.614;0;0
05.614;05.615;333;0.111111
05.614;05.616;82;0.121951
05.614;22.400;246;0.345528
05.615;05.554;42;0
05.615;05.555;461;0
05.615;05.556;246;0
05.615;05.557;188;0.294118
05.615;05.558;1300;0.175
05.615;05.559;84;0.24359
05.615;05.560;24;0.172414
05.615;05.561;9;0.12987
05.615;05.562;5;0.252174
05.615;05.563;5;0.153846
05.615;05.564;2;0.15493
05.615;05.565;13;0.076923
05.615;05.566;15;0
05.615;05.567;12;0
05.615;05.568;1;0.049678
05.615;05.569;38;0.042254
05.615;05.570;0;0.014085
05.615;05.571;1;0.035088
05.615;05.572;54;0.053333
05.615;05.573;47;0.12
05.615;05.574;15;0.067742
05.615;05.575;33;0.065217
05.615;05.576;50;0.098121
05.615;05.577;3;0.10396
05.615;05.578;52;0.160377
05.615;05.579;221;0.001149
05.615;05.580;240;0.110294
05.615;05.581;15;0.069767
05.615;05.582;20;0
05.615;05.583;13;0.047619
05.615;05.584;163;0.057692
05.615;05.585;64;0
05.615;05.586;300;0.066826
05.615;05.587;199;0.238095
05.615;05.588;223;0.076389
05.615;05.589;635;0.093264
05.615;05.590;61;0.100264
05.615;05.591;141;0.147186
05.615;05.592;95;0.084034
05.615;05.593;20;0.006889
05.615;05.594;47;0.125
05.615;05.595;50;0.076923
05.615;05.596;2;0
05.615;05.597;6;0
05.615;05.598;2;0.059748
05.615;05.599;17;0.058993
05.615;05.600;40;0
05.615;05.601;78;0.113924
05.615;05.604;58;0
05.615;05.607;77;0
05.615;05.611;115;0.131579
05.615;05.613;13;0.086207
05.615;05.614;71;0.153846
05.615;05.615;0;0
05.615;05.616;261;0.05364
05.615;22.400;26;0.038462
05.616;05.554;39;0.013605
05.616;05.555;1;0.090361
05.616;05.556;1087;0.047619
05.616;05.557;71;0
05.616;05.558;71;0
05.616;05.559;57;0.026891
05.616;05.560;450;0.034483
05.616;05.561;50;0.088235
05.616;05.562;310;0
05.616;05.563;138;0
05.616;05.564;479;0.099448
05.616;05.565;202;0.054545
05.616;05.566;212;0.075472
05.616;05.567;1740;0.009174
05.616;05.568;136;0.058824
05.616;05.569;43;0.125
05.616;05.570;42;0
05.616;05.571;52;0
05.616;05.572;32;0
05.616;05.573;419;0
05.616;05.574;63;0
05.616;05.575;576;0.085106
05.616;05.576;386;0
05.616;05.577;379;0
05.616;05.578;231;0.153285
05.616;05.579;119;0.166667
05.616;05.580;871;0.115385
05.616;05.581;88;0
05.616;05.582;26;0.121951
05.616;05.583;636;0.235294
05.616;05.584;695;0
05.616;05.585;4;0
05.616;05.586;79;0
05.616;05.587;3;0
05.616;05.588;2;0
05.616;05.589;190;0
05.616;05.590;58;0
05.616;05.591;65;0.071429
05.616;05.592;147;0.051852
05.616;05.593;166;0.042553
05.616;05.594;21;0.203008
05.616;05.595;595;0.113636
05.616;05.596;29;0.064516
05.616;05.597;34;0.044248
05.616;05.598;8;0.08
05.616;05.599;8;0.117647
05.616;05.600;181;0.192308
05.616;05.601;110;0.255814
05.616;05.604;53;0.151515
05.616;05.607;109;0.118519
05.616;05.611;119;0.25
05.616;05.613;16;0.085366
05.616;05.614;9;0.129032
05.616;05.615;47;0
05.616;05.616;0;0
05.616;22.400;13;0
22.400;05.554;1;0
22.400;05.555;3;0
22.400;05.556;137;0
22.400;05.557;54;0
22.400;05.558;52;0
22.400;05.559;108;0
22.400;05.560;164;0
22.400;05.561;17;0
22.400;05.562;0;0.082534
22.400;05.563;14;0.164835
22.400;05.564;270;0.153153
22.400;05.565;141;0.144578
22.400;05.566;133;0.044776
22.400;05.567;88;0.094017
22.400;05.568;62;0.0625
22.400;05.569;113;0
22.400;05.570;150;0
22.400;05.571;17;0
22.400;05.572;52;0
22.400;05.573;43;0
22.400;05.574;132;0
22.400;05.575;135;0
22.400;05.576;60;0.198276
22.400;05.577;82;0.15873
22.400;05.578;93;0.119048
22.400;05.579;4;0.0625
22.400;05.580;0;0.057692
22.400;05.581;521;0
22.400;05.582;182;0.0896
22.400;05.583;222;0.203463
22.400;05.584;83;0.077135
22.400;05.585;134;0.217105
22.400;05.586;117;0.2
22.400;05.587;32;0.076087
22.400;05.588;116;0.038869
22.400;05.589;189;0.169811
22.400;05.590;42;0.071429
22.400;05.591;96;0.111111
22.400;05.592;104;0.121951
22.400;05.593;11;0.345528
22.400;05.594;625;0.05364
22.400;05.595;231;0.038462
22.400;05.596;726;0
22.400;05.597;152;0
22.400;05.598;25;0
22.400;05.599;92;0
22.400;05.600;283;0
22.400;05.601;106;0
22.400;05.604;14;0
22.400;05.607;333;0
22.400;05.611;82;0
22.400;05.613;246;0
22.400;05.614;261;0
22.400;05.615;26;0
22.400;05.616;13;0
22.400;22.400;0;0
